ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source
1797,tanna,39,0,39-0,,346[103-191]
15468,goodenough-island,59,1,59-1,,"1617[63-75, 131-132]"
1804,tanna,46,1,46-1,,346[115-123]
1805,tanna,47,0,47-0,,346[115-116]
2562,rarotonga,57,2,57-2,,472[11-12]
15480,goodenough-island,66,1,66-1,,"1617[54-54, 90-108]"
3203,biak,44,0,44-0,,"590[15, 64-65, 68];593[36, 42, 52-53, 55, 65-66]"
3204,biak,45,1,45-1,,"593[28-29, 52]"
3196,biak,37,2,37-2,,590[15]
3198,biak,39,2,39-2,,"590[17-49, 102-136];596[431];593[19]"
3205,biak,46,1,46-1,,590[15];593[17]
19403,bellona,59,3,59-3,,"1000[7-20, 175-217]"
13078,merina,106,2,106-2,,491[34-35]
4965,atayal,34,1,34-1,,752
3206,biak,47,0,47-0,,590[64-96];593[17]
3218,biak,64,2,64-2,,593[18]
3221,biak,67,2,67-2,,593[18]
19668,casiguran-dumagat,50,1,50-1,,638
15117,goodenough-island,10,10000,,,1806
7956,ngaju,59,2,59-2,,1290[39-97]
6044,bukidnon,36,2,36-2,,1015[89-98]
6047,bukidnon,38,0,38-0,,1015[89-98]
7960,ngaju,63,2,63-2,,"1290[39-119, 131-141];1293"
2555,rarotonga,50,1,50-1,,472[8-9]
19672,casiguran-dumagat,54,0,54-0,,234
19673,casiguran-dumagat,55,0,55-0,,234
2543,rarotonga,38,2,38-2,,468
16494,simbo,141,4,141-4,,527[143]
19674,casiguran-dumagat,56,1,56-1,,234
19675,casiguran-dumagat,57,0,57-0,,234
19676,casiguran-dumagat,58,3,58-3,,234
972,subanun,63,2,63-2,,210[70-92]
6324,wogeo,95,0,95-0,,1093[27-59]
6326,wogeo,38,0,38-0,,1095[330];1093[27-28]
2648,merina,50,1,50-1,,498
1901,manggarai,81,3,81-3,,289[273]
1401,palawan-batak,7,4,7-4,,1851[732-733]
2384,tikopia,70,0,70-0,,440[41]
6323,wogeo,36,0,36-0,,1093[27-59]
9837,erromango,46,0,46-0,,348[186-188]
6325,wogeo,37,1,37-1,,1095[330];1093[55-57]
10241,tetum,69,3,69-3,,"1500[8-9];1435[10-13, 140]"
6468,palau,95,2,95-2,,1276[169-175]
4548,palawan-batak,62,1,62-1,,1892
3969,toba-batak,34,1,34-1,,1889[68-69]
2017,kwaio,11,1,11-1,,"388[10, 17]"
1406,palawan-batak,11,2,11-2,,303[83-97];299[28-33]
5468,tonga,36,0,36-0,,850[69-95]
12438,tonga,106,2,106-2,,1587[337]
5972,dobuans,40,1,40-1,,1035[77-94];1033[94-102]
1902,manggarai,82,2,82-2,,289[273];320[39]
16352,hawaiians,140,3,140-3,,1525[96]
7588,tagbanuwa,70,1,70-1,,1250[17-33];1260
1002,subanun,69,3,69-3,,210[68-69]
5375,roviana,15,2,15-2,,895[186];1565[107-109]
5802,eastern-toraja,61,1,61-1,,994[64]
9907,erromango,83,0,83-0,,1450
15125,goodenough-island,14,4,14-4,,1617[82]
16495,south_pentecost,140,4,140-4,,1347[263]
5859,eastern-toraja,16,1,16-1,,"990[354, 357]"
15126,goodenough-island,15,2,15-2,,1617[82-83];1615[82]
15127,goodenough-island,16,2,16-2,,1617[76-89]
16375,kwaraae,141,3,141-3,,1221[161-162]
8244,nuaulu,61,1,61-1,,1318[276];1320
7403,toabaita,69,3,69-3,,1248[153]
5977,dobuans,45,1,45-1,,1035[89-90];1033[186]
16877,samoan,143,0,143-0,,246
7587,tagbanuwa,69,3,69-3,,1250[11-12]
6602,ifaluk,36,1,36-1,,"1184[207-243, 214-215]"
6605,ifaluk,38,0,38-0,,"1184[137, 207-243, 344-348]"
6607,ifaluk,40,2,40-2,,"1184[210, 227, 345]"
13659,tolai,44,1,44-1,,1576[36-37]
20640,tongareva,24,0,24-0,,1868[106-123]
13658,tolai,39,1,39-1,,791[xiv];1576[27-68];783[165-167]
13661,tolai,46,0,46-0,,791[xiv]
13662,tolai,47,0,47-0,,791[xiv]
5974,dobuans,42,1,42-1,,1035[86-88];1033[99-100]
15109,goodenough-island,25,1,25-1,,1617[28-36]
4549,palawan-batak,63,4,63-4,,1892
8097,yap,8,100.2,,,1302[391]
16496,south_pentecost,141,3,141-3,,1347[263]
8274,nuaulu,10,500,,,1318[19-21]
4667,fijians,46,1,46-1,,778[197]
5819,eastern-toraja,40,2,40-2,,994[12-27]
13671,tolai,54,0,54-0,,23;24;234[256-257]
13672,tolai,55,0,55-0,,23;24;234[256-257]
12222,nuaulu,105,3,105-3,,1318[17-25]
1181,nias,59,2,59-2,,"1566[26-30, 55-56];243[141-143, 155]"
19458,bellona,84,3,84-3,,1849[232]
4628,fijians,51,1,51-1,,1785[57]
4864,fijians,55,1,55-1,,24[143];813[74-75]
8376,nuaulu,15,3,15-3,,1318[21];1320
4626,fijians,49,1,49-1,,778[233];763[99]
19492,bellona,71,0,71-0,,463[10-12]
19493,bellona,72,1,72-1,,463[10]
13673,tolai,56,0,56-0,,23;24;234[256-257]
13675,tolai,58,0,58-0,,
8242,nuaulu,59,2,59-2,,"1318[42-44, 73]"
15113,goodenough-island,29,2,29-2,,1617[28-36]
2988,waropen,14,1,14-1,,"571[45-85, 198-233]"
4558,fijians,3,244,,,123
8228,nuaulu,17,1,17-1,,1320[294]
8230,nuaulu,20,2,20-2,,14[Map 2.21];1325[3-4]
5042,tonga,62,1,62-1,,850[76];851[320]
15114,goodenough-island,30,2,30-2,,1617[28-36]
13678,tolai,61,0,61-0,,1576[27-68]
19497,bellona,88,2014,,,149
10026,tetum,10,150000,,,1435[13]
4188,southern-toraja,10,120000,,,1704[5]
20641,tongareva,25,0,25-0,,1868[106-108]
20642,tongareva,26,0,26-0,,1868[107-108]
8231,nuaulu,21,2,21-2,,1320[289];1318[72]
5366,roviana,61,1,61-1,,890[26]
4865,fijians,56,0,56-0,,24[143];813[74-76]
8265,nuaulu,24,3,24-3,,"1324[52, 65]"
20643,tongareva,27,0,27-0,,1868[107-108]
16498,southern-toraja,141,1,141-1,,1592[112]
5367,roviana,62,1,62-1,,1021[153]
15098,goodenough-island,9,2440,,,1615[85]
8264,nuaulu,23,4,23-4,,"1324[52, 65]"
8267,nuaulu,26,3,26-3,,1324[52-53]
1551,kiribati,59,1,59-1,,279[7];278[219-220]
10933,ata-tana-aai,45,2,45-2,,1504[257]
10899,ata-tana-aai,47,1,47-1,,1504[45]
3849,nendo,63,2,63-2,,679[35-54]
545,marshall-islands,62,1,62-1,,"956[243, 253]"
8341,nuaulu,81,1,81-1,,1318[292]
13730,tolai,8,36500,,,705
688,atoni,38,0,38-0,,150[141-156]
5944,dobuans,14,4,14-4,,1033[43]
13712,tolai,20,0,20-0,,14[Map 2.21]
676,atoni,50,1,50-1,,"150[71, 108-109]"
13713,tolai,21,0,21-0,,14[Map 2.23]
835,mare,14,3,14-3,,67[30]
2147,motu,14,3,14-3,,1216[214-215]
20242,taumako,7,2,7-2,,1563
20243,taumako,8,11,,,1863;394
20244,taumako,9,366,,,1563
13709,tolai,4,1265,,,784[10];123
13711,tolai,19,2,19-2,,15[109]
5933,dobuans,3,0,,,1834[Map 31]
20245,taumako,5,-9.9,,,1863;2
20246,taumako,6,167.2,,,1863;2
1816,iban,26,1,26-1,,"316[53-54, 87]"
34,manam,34,1,34-1,,979[4-5]
2640,merina,42,1,42-1,,"1819[389, 397-398];499"
20249,taumako,44,0,44-0,,1863
20250,taumako,45,0,45-0,,1863
20251,taumako,46,0,46-0,,1863
20252,taumako,47,0,47-0,,1863
8253,nuaulu,69,1,69-1,,"1318[5, 21]"
20254,main-reef-islands,95,0,95-0,,1563
8406,nuaulu,87,0,87-0,,1318[5]
6527,maori,61,0,61-0,,"1159[299-300, 387-403, 431-535]"
1741,manggarai,24,2,24-2,,320[6]
5947,dobuans,17,1,17-1,,1030[49]
13600,tolai,34,1,34-1,,1576[45]
20253,main-reef-islands,36,1,36-1,,1563
20255,main-reef-islands,37,0,37-0,,1563
5952,dobuans,94,1,94-1,,1030[49];1035[87]
13602,tolai,36,2,36-2,,783[165-167];1576[54-55]
8337,nuaulu,90,1,90-1,,"1318[26, 292]"
13603,tolai,95,0,95-0,,783[165-167];1576[27-68]
13604,tolai,37,1,37-1,,"783[165-167];1576[27-68, 34-38]"
13606,tolai,40,1,40-1,,783[165-167]
4133,lakalai,37,3,37-3,,698[171-172];699[28]
1742,manggarai,25,1,25-1,,320[6];1088[81]
13686,tolai,64,1,64-1,,"1576[30-38, 63]"
7088,kaoka,14,4,14-4,,1224[51]
1746,manggarai,29,2,29-2,,320[6]
13717,tolai,24,2,24-2,,782[334];784[12]
1747,manggarai,30,1,30-1,,320[6]
57,manam,54,0,54-0,,23;24;234
58,manam,55,0,55-0,,234[257-258]
2625,merina,28,1,28-1,,1819[200-213]
59,manam,56,0,56-0,,24;23;234
4135,lakalai,39,2,39-2,,698[184-186]
6228,mentawai,95,2,95-2,,243[192]
4142,lakalai,46,0,46-0,,"698[165, 183]"
13731,tolai,9,2440,,,695[8]
13660,tolai,45,1,45-1,,1576[36-37]
13663,tolai,42,1,42-1,,788[18]
13666,tolai,49,1,49-1,,779[27]
13667,tolai,50,0,50-0,,"1576[27-68, 29]"
13669,tolai,51,0,51-0,,1576[27-68]
13687,tolai,65,1,65-1,,"1576[30-38, 63]"
13689,tolai,67,0,67-0,,"1576[30-38, 48-51, 61-66]"
13690,tolai,68,0,68-0,,"1576[30-38, 48-51, 61-66]"
13688,tolai,66,1,66-1,,"1576[30-38, 65-66]"
5777,eastern-toraja,39,1,39-1,,994[9-32]
8507,laboya,34,1,34-1,,"1329[63-64, 285]"
4138,lakalai,42,1,42-1,,698[182]
13728,tolai,6,152.2,,,"784[8,10]"
13699,tolai,16,1,16-1,,"779[7, 54-55, 38-40]"
13708,tolai,3,0,,,779[7]
10453,mota,37,2,37-2,,"1590[283-286];1478[157, 161]"
13716,tolai,23,4,23-4,,782[334];779[4]
10454,mota,38,0,38-0,,"1590[266-288, 268, 285];1478[157-166, 157-158, 161]"
6236,mentawai,44,1,44-1,,243[192]
10452,mota,95,0,95-0,,1590[266-288];1478
5957,dobuans,26,1,26-1,,1030[50];1033[70]
20256,main-reef-islands,38,2,38-2,,1563
375,Maohi,16,4,16-4,,122[375-408]
13718,tolai,25,1,25-1,,784[11]
13719,tolai,26,1,26-1,,784[11]
13720,tolai,27,1,27-1,,784[11]
13721,tolai,28,1,28-1,,"782[334];1576[43-46, 46]"
13722,tolai,29,2,29-2,,779[11];1576[43-46]
13723,tolai,30,3,30-3,,784[11];1576[43-46]
13724,tolai,31,3,31-3,,782[334]
13726,tolai,2,1,2-1,,782[333]
13729,tolai,7,2,7-2,,694[1643]
13727,tolai,5,-4.4,,,"784[8,10]"
13734,tolai,83,1,83-1,,779[14-15]
13732,tolai,81,3,81-3,,787[290]
13747,tolai,71,0,71-0,,782[333]
13733,tolai,82,2,82-2,,779[14-15]
13753,tolai,77,2,77-2,,779[10-11]
13744,tolai,87,0,87-0,,779[14-15]
13750,tolai,74,2,74-2,,779[9-10];792[21]
13751,tolai,75,2,75-2,,792[25];779[10-11]
13754,tolai,78,2,78-2,,782[335]
13755,tolai,79,1,79-1,,779[5]
13756,tolai,80,1,80-1,,792[49-50]
13757,tolai,88,2014,,,149
13759,tolai,90,1,90-1,,792[23-24]
5163,atoni,94,2,94-2,,"747[27];150[20, 147-149]"
19747,kodi,9,1225,,,885[3]
20257,main-reef-islands,40,2,40-2,,1563
3356,kalinga,16,3,16-3,,"613[21-52, 197-212]"
5954,dobuans,23,4,23-4,,1030[50];1033[69-70]
5827,eastern-toraja,45,1,45-1,,994[83]
2528,rarotonga,24,2,24-2,,1880[30]
2022,kwaio,16,4,16-4,,388[13-20]
10456,mota,40,2,40-2,,"1590[266-288, 267, 275];1478[157-166, 157]"
4838,manus-titan,71,0,71-0,,803[79-80]
2291,futuna,70,0,70-0,,422[20-21]
436,manam,61,0,61-0,,979[136]
1509,manggarai,10,155000,,,"320[12, 49-50]"
2294,futuna,73,3,73-3,,432[3]
1534,kiribati,82,2,82-2,,279[31-53]
20198,main-reef-islands,39,1,39-1,,1563
1823,iban,31,2,31-2,,842[96-97];1737[92]
687,atoni,37,2,37-2,,150[152]
3722,iban,82,2,82-2,,841[42-43];857[15-16]
690,atoni,40,0,40-0,,150[141-156]
20269,taumako,23,3,23-3,,1863
20271,taumako,25,1,25-1,,1863
20272,taumako,26,1,26-1,,1863
20273,taumako,27,0,27-0,,1863
20247,taumako,2,2,2-2,,1863
10895,ata-tana-aai,38,2,38-2,,1504[258]
2532,rarotonga,28,2,28-2,,475
15211,niue,51,1,51-1,,1618[172-173]
696,atoni,47,1,47-1,,150[144]
20274,taumako,31,3,31-3,,1863
675,atoni,49,1,49-1,,"150[106, 283]"
7559,tagbanuwa,10,5000,,,1771[400];1250[12-13]
677,atoni,51,1,51-1,,150[37]
15047,bughotu,56,0,56-0,,23;1614
5672,manam,95,0,95-0,,46;979
3701,iban,91,2,91-2,,
10583,gaddang-pagan,10,2500,,,562[101]
4109,lakalai,16,4,16-4,,693
15055,bughotu,63,3,63-3,,1614;1613
3700,iban,90,1,90-1,,1817
6399,ifugao,16,2,16-2,,1177[7]
3719,iban,79,1,79-1,,100[162];842[97]
20281,taumako,143,0,143-0,,1863
10021,tetum,64,0,64-0,,
20284,taumako,11,1,11-1,,1863
20293,taumako,141,3,141-3,,1863
7871,nage,61,0,61-0,,1286[263]
9982,tetum,58,0,58-0,,234[261]
20298,taumako,81,3,81-3,,1863
9733,Seniang,47,0,47-0,,1422[44-46]
5234,kiribati,95,2,95-2,,1276[190-199]
41,manam,46,0,46-0,,979[55-56]
431,manam,36,1,36-1,,"51[73, 74-75];46;979"
13880,subanun,105,2,105-2,,212[245]
42,manam,47,0,47-0,,979[55-56]
432,manam,42,1,42-1,,"979[42, 318]"
52,manam,49,1,49-1,,979[271-272];46[384]
16318,bontok,140,2,140-2,,646[59]
47,manam,65,2,65-2,,"979[184-185, 201-210]"
50,manam,66,2,66-2,,52[373-403];979[201-210]
48,manam,67,2,67-2,,979[206];52[373-403]
11336,cheke-holo,23,4,23-4,,1512[21-23]
20300,taumako,83,0,83-0,,1863
13867,dobuans,106,3,106-3,,"1030[50, 51]"
4110,lakalai,17,1,17-1,,703[24-25]
19390,bellona,16,3,16-3,,1849[170-177];455
9891,tetum,34,1,34-1,,1435[65-66]
3016,waropen,38,2,38-2,,"571[169-170, 209, 214]"
4120,lakalai,27,2,27-2,,"693[415, 441, 442-443];699[24]"
9928,tetum,37,2,37-2,,"1435[33, 88-91]"
9930,tetum,39,1,39-1,,"1435[25-46, 36, 40]"
9941,tetum,44,0,44-0,,"1435[40-41, 115-133]"
9942,tetum,46,1,46-1,,"1435[30, 33]"
9939,tetum,42,1,42-1,,"1435[37-39, 88-89]"
9953,tetum,49,1,49-1,,1435[72]
9983,tetum,55,0,55-0,,234[261];23;24
15121,goodenough-island,105,3,105-3,,1615[86]
5585,kayan,14,4,14-4,,968[158-159]
9858,erromango,61,0,61-0,,"1437[389-404];348[148-150, 165-177]"
9927,tetum,95,1,95-1,,"1435[25-46, 32-35]"
4123,lakalai,30,3,30-3,,"693[415, 441, 442]"
4124,lakalai,31,2,31-2,,710[298];699[24]
1559,kiribati,40,2,40-2,,1276[193]
4877,berawan,10,1600,,,816[88]
12231,tetum,105,2,105-2,,1442[100]
12232,tetum,106,2,106-2,,1442[100]
4093,lakalai,7,2,7-2,,694[1643]
4181,lakalai,82,2,82-2,,703[5]
4182,lakalai,83,0,83-0,,692[4-5];703[5];700[11]
15223,niue,55,1,55-1,,24;1618[184-185]
8986,kapingamarangi,84,3,84-3,,1396[35-36];1369[43]
8872,kapingamarangi,34,1,34-1,,"1369[199, 231]"
20354,taumako,34,1,34-1,,1863
4173,lakalai,74,2,74-2,,692[4-5]
20314,taumako,19,0,19-0,,15[109]
20312,taumako,4,2238,,,1863;123
4176,lakalai,77,2,77-2,,703[3-4];702[92]
8879,kapingamarangi,40,2,40-2,,"1369[199, 200-201]"
20689,yami,9,548,,,1870[1-2]
10687,mota,84,2,84-2,,"1492[129-137, 136-137]"
20315,taumako,20,0,20-0,,14[Map 2.21]
20316,taumako,21,0,21-0,,14[Map 2.23]
8943,kapingamarangi,63,4,63-4,,"1369[80, 199]"
8875,kapingamarangi,95,2,95-2,,1369[200-204]
8876,kapingamarangi,37,1,37-1,,"1369[197-340, 197-198, 200]"
8874,kapingamarangi,36,0,36-0,,"1369[197-204, 203-204]"
2533,rarotonga,29,1,29-1,,475
1875,manggarai,49,0,49-0,,320[41-52]
1876,manggarai,50,1,50-1,,320[175]
15226,niue,58,1,58-1,,1618[184-185]
8877,kapingamarangi,38,2,38-2,,"1369[199, 200-201]"
2826,Varisi,42,1,42-1,,550[242-243]
8885,kapingamarangi,46,0,46-0,,1369[202]
8892,kapingamarangi,49,0,49-0,,1369[93-94]
8889,kapingamarangi,50,1,50-1,,"1369[115, 116, 199]"
5433,waropen,95,2,95-2,,"571[244, 278-282]"
8939,kapingamarangi,59,2,59-2,,"1369[94, 98]"
19389,bellona,15,2,15-2,,"1849[53-101, 152-220]"
11187,besemah,67,2,67-2,,1515[379]
8946,kapingamarangi,66,2,66-2,,"1369[199-200, 335]"
10584,gaddang-pagan,11,1,11-1,,"562[101, 102]"
2534,rarotonga,30,2,30-2,,475
8955,kapingamarangi,15,4,15-4,,1369[12-63];1381[279]
13845,besemah,69,3,69-3,,1514[197-198]
11137,besemah,42,1,42-1,,1515[382];1511[29]
11590,cheke-holo,106,3,106-3,,1512[33]
2451,rennell,39,1,39-1,,"1000[24, 63-71, 98-106]"
20325,taumako,67,0,67-0,,1863
20326,taumako,68,0,68-0,,1863
11211,besemah,94,1,94-1,,1511[54]
11144,besemah,40,2,40-2,,1515[382-383]
13822,besemah,44,0,44-0,,1579[200-201];1511[177]
11153,besemah,23,4,23-4,,"1515[348, 350];1549[35]"
13823,besemah,45,1,45-1,,"1511[177, 210]"
13826,besemah,50,1,50-1,,1511[197]
20824,nggela,94,1,94-1,,1756[28]
20328,taumako,95,0,95-0,,1863
11143,besemah,39,2,39-2,,1579[201-203];1511[27-29]
11237,cheke-holo,36,2,36-2,,"1512[30-51, 43, 108-109]"
13850,besemah,74,2,74-2,,1514[197-198]
16647,bunun,142,6,142-6,,1581[57]
2327,tikopia,62,1,62-1,,438[199-260]
13834,besemah,105,3,105-3,,1549[35];1514[198]
13835,besemah,106,1,106-1,,1549[35];1514[198]
16506,tanna,140,3,140-3,,1882[86]
20344,taumako,61,0,61-0,,1863
9316,tanala,44,1,44-1,,1397[167]
11206,besemah,3,0,,,1511[57-58]
11589,cheke-holo,105,1,105-1,,1512[33]
11338,cheke-holo,25,0,25-0,,1512[21-23]
11154,besemah,24,2,24-2,,1511[302-306]
11164,besemah,77,1,77-1,,1549[35];1514[198]
11256,cheke-holo,54,0,54-0,,23;24;234;1512[37-38]
8803,south_pentecost,59,2,59-2,,1344[275-276]
11257,cheke-holo,55,0,55-0,,23;24;234;1512[37-38]
9317,tanala,45,1,45-1,,1397[162]
9300,tanala,47,0,47-0,,1397[161]
11160,besemah,29,2,29-2,,1511[302-306]
11181,besemah,82,0,82-0,,1549[35]
11151,besemah,79,1,79-1,,1511[63-64]
11213,besemah,17,1,17-1,,"1511[54, 64]"
11135,besemah,34,1,34-1,,1515[381-382]
9322,tanala,51,0,51-0,,"1397[37-131, 159-240]"
11209,besemah,20,2,20-2,,"1515[349];1511[54, 311]"
11210,besemah,21,2,21-2,,1511[54];1515[382]
13851,besemah,88,2014,,,149
1313,kiribati,28,3,28-3,,279[4]
9244,tanala,34,1,34-1,,1397[161]
1565,kiribati,46,2,46-2,,1276[192]
9365,tanala,67,2,67-2,,1397[287-292]
20346,taumako,63,2,63-2,,1863
9296,tanala,38,0,38-0,,1397[165-170]
9320,tanala,49,1,49-1,,1397[150]
3350,kalinga,10,20000,,,1716[900]
9357,tanala,59,2,59-2,,1397[159-240]
10501,Pohnpei,82,2,82-2,,1485[41]
1556,kiribati,37,2,37-2,,1276[190-199];278[20-27]
10503,Pohnpei,84,3,84-3,,"912[142-158, 143, 156]"
9053,small_islands,37,1,37-1,,"1384[205-239, 236-237, 257]"
2657,merina,64,0,64-0,,1819[285]
9054,small_islands,38,2,38-2,,"1384[12-13, 205-239, 216, 236-237, 257]"
20360,taumako,42,1,42-1,,1863
2630,merina,59,1,59-1,,1819[359-360]
9018,small_islands,34,1,34-1,,"1384[236-237, 633]"
2658,merina,65,1,65-1,,1819[285]
1563,kiribati,44,1,44-1,,1276[195-196]
5142,merina,23,4,23-4,,1819[203-204]
20362,taumako,49,0,49-0,,1863
20363,taumako,50,1,50-1,,1563
20364,taumako,51,0,51-0,,1863
9123,small_islands,44,1,44-1,,"1384[234, 236]"
9103,small_islands,42,1,42-1,,"1384[235, 630]"
9152,small_islands,59,1,59-1,,1384[34-35]
7160,sama-dilaut,39,1,39-1,,"1243[34, 139-182]"
9126,small_islands,64,0,64-0,,1384[672-673]
9154,small_islands,63,2,63-2,,1384[290]
7166,sama-dilaut,44,0,44-0,,"1243[143-145, 179-182]"
10491,Pohnpei,24,2,24-2,,1484[155]
11628,cheke-holo,74,2,74-2,,1512[183-208]
5241,nendo,95,0,95-0,,679[35-54]
9139,small_islands,14,1,14-1,,"1384[24, 26, 590, 602-603]"
2622,merina,25,3,25-3,,"1819[45-46, 200-213, 264]"
10493,Pohnpei,26,2,26-2,,1481[125]
2072,kwaio,45,0,45-0,,388[104-111]
11631,cheke-holo,77,2,77-2,,"1512[35, 254];1519"
2521,rarotonga,17,2,17-2,,1880[19-21]
2714,simbo,24,3,24-3,,
649,atoni,15,1,15-1,,167[105]
10677,gaddang-pagan,75,2,75-2,,"1487[55-56, 60-62]"
8806,south_pentecost,62,0,62-0,,1344[250-279]
20327,taumako,36,1,36-1,,1863
20329,taumako,37,1,37-1,,1863
9052,small_islands,95,1,95-1,,"1384[205-239, 210-218]"
9125,small_islands,46,2,46-2,,"1384[36, 212-213]"
9142,small_islands,49,1,49-1,,1384[45]
9127,small_islands,65,1,65-1,,"1384[473-565, 671]"
2353,tikopia,34,1,34-1,,438[89]
10490,Pohnpei,23,3,23-3,,1481[73];1484[155]
2628,merina,31,2,31-2,,"1819[51, 57-58, 200-213, 294]"
10492,Pohnpei,25,2,25-2,,1481[73]
5243,rarotonga,94,1,94-1,,472[4]
8814,south_pentecost,11,2,11-2,,"1344[268, 273]"
8660,south_pentecost,95,0,95-0,,"1344[250-279, 275]"
10484,Pohnpei,2,1,2-1,,1554[267]
20310,taumako,87,0,87-0,,1863
10489,Pohnpei,9,778,,,1554[267]
20407,rotuma,10,4500,,,1865
10090,tetum,23,4,23-4,,1442[99];1435[53]
739,eastern-sumbanese,11,3,11-3,,167[74-75];1294[14]
8807,south_pentecost,63,2,63-2,,"1344[250-279, 268-269]"
5495,kelabit,95,1,95-1,,946
1684,kedang,59,3,59-3,,"343[89-92, 90-95]"
2680,merina,87,1,87-1,,"491[20, 22-23]"
5747,kelabit,45,1,45-1,,946[299]
1712,kedang,61,1,61-1,,"343[12-13, 103-224];189[286-287]"
20370,taumako,74,2,74-2,,1863
8663,south_pentecost,39,1,39-1,,"1344[250-279, 265-266]"
2148,motu,15,1,15-1,,1216[215]
8661,south_pentecost,37,2,37-2,,"1344[250-279, 269-270]"
8662,south_pentecost,38,0,38-0,,"1344[250-279, 265-266]"
12175,kalinga,106,2,106-2,,1266[122]
1713,kedang,62,1,62-1,,"343[181-182, 205]"
11251,cheke-holo,49,1,49-1,,"1512[38, 60]"
7232,sama-dilaut,69,3,69-3,,1243[213];1234[196]
20292,taumako,140,3,140-3,,1863
5745,kelabit,42,1,42-1,,"946[272-273, 284]"
11130,cheke-holo,1,1900,,,1512[93-97]
10069,tetum,16,3,16-3,,1435[4-13]
1329,kiribati,64,1,64-1,,283[345]
5209,tikopia,95,2,95-2,,438[171-172]
2333,tikopia,15,4,15-4,,441[414-415];437[160]
11248,cheke-holo,45,1,45-1,,1512[249]
11245,cheke-holo,42,1,42-1,,"1512[38, 54-55]"
11253,cheke-holo,51,1,51-1,,1512[54-55]
4128,southern-toraja,6,119.8,,,728[2-3];2
3856,nendo,39,0,39-0,,"664[12-13, 35-54, 67-94]"
3861,nendo,44,0,44-0,,679[37-38]
12144,chamorro,105,1,105-1,,1582[34]
5825,eastern-toraja,47,0,47-0,,994[9-27]
5821,eastern-toraja,42,1,42-1,,994[20]
12181,kedang,106,1,106-1,,745[132]
15247,kosrae,3,266.8,,,1621[259];123
3862,nendo,45,0,45-0,,679[37-38]
10091,tetum,25,2,25-2,,1442[99];1435[57]
3863,nendo,46,1,46-1,,679[55-65]
14838,manihiki-rakahanga,55,1,55-1,,1604[207]
5514,kelabit,63,4,63-4,,"946[7, 88, 225, 235-236]"
3853,nendo,36,1,36-1,,"679[14-15, 35-54]"
3854,nendo,37,2,37-2,,679[35-54]
7891,nage,11,2,11-2,,1278[5];167[84]
3855,nendo,38,0,38-0,,679[35-54]
14846,manihiki-rakahanga,63,3,63-3,,1604[47-48]
9755,Seniang,66,2,66-2,,1422[243]
11322,cheke-holo,3,0,,,1512[23]
14861,manihiki-rakahanga,66,0,66-0,,"1604[37-43, 136-138]"
11605,cheke-holo,82,1,82-1,,"1512[81-130, 93]"
11607,cheke-holo,84,1,84-1,,1512[95]
7486,minahasa,11,3,11-3,,1253[19]
8325,ulithi,14,4,14-4,,1343[108]
11037,kwaraae,46,0,46-0,,1498[21-23]
11335,cheke-holo,9,1219,,,666[64]
1576,chuuk,10,12000,,,337[18]
4036,nendo,49,1,49-1,,668[110-111]
11598,cheke-holo,28,1,28-1,,"1512[21, 23, 89]"
8179,tinguian,27,1,27-1,,1312[378-383]
5756,kelabit,59,2,59-2,,"946[256-300, 291, 294-297]"
11599,cheke-holo,29,1,29-1,,"1512[21, 23, 89]"
11600,cheke-holo,30,1,30-1,,"1512[21, 23, 89]"
11627,cheke-holo,73,3,73-3,,"1520[28, 30]"
11629,cheke-holo,75,2,75-2,,1520[39]
11331,cheke-holo,5,-8.3,,,1814[23];2
102,moken,20,2,20-2,,27[16]
11146,besemah,47,0,47-0,,1511;1579[194]
21273,siraya,11,3,11-3,,1894[15];1893[39-42]
13824,besemah,46,1,46-1,,1579[194]
20408,rotuma,11,3,11-3,,1864;1865
2730,simbo,39,0,39-0,,533
7867,nage,59,1,59-1,,"1278[9, 15, 281-282]"
7870,nage,63,3,63-3,,1278[294-295]
21398,siraya,3,0,,,1893[31]
10540,gaddang-pagan,17,1,17-1,,"1487[27, 38-39]"
9784,Seniang,27,1,27-1,,"1422[16, 192]"
8757,ajie,63,3,63-3,,"1352;1354[146-147, 161]"
20283,taumako,10,2000,,,1863
9738,Seniang,46,0,46-0,,"1422[44-46, 617]"
9741,Seniang,50,1,50-1,,1422[85]
9753,Seniang,64,0,64-0,,1422
9756,Seniang,67,2,67-2,,1422[244]
9757,Seniang,68,2,68-2,,1422[145]
5254,waropen,94,1,94-1,,571[18-21]
6638,ifaluk,15,4,15-4,,"1184[7-18, 193];1194"
9790,Seniang,2,1,2-1,,1422[11]
4253,southern-toraja,36,2,36-2,,728[126]
2357,tikopia,38,3,38-3,,438[75-83]
9774,Seniang,17,1,17-1,,1422[5-6]
9853,small_islands,72,2,72-2,,1469[205-206];1470[207]
9855,small_islands,74,1,74-1,,
10560,gaddang-pagan,45,1,45-1,,1487[93]
9803,Seniang,81,3,81-3,,"1580[164, 166]"
9793,Seniang,7,2,7-2,,1429
14788,manihiki-rakahanga,2,2,2-2,,1604[4]
10544,gaddang-pagan,94,2,94-2,,"1487[9, 109]"
10543,gaddang-pagan,21,0,21-0,,"1487[8-10, 92-104];14[2.23]"
